index,gold_20
1753,1860.775511
1754,1855.127406
1755,1837.478684
1756,1848.255166
1757,1840.518778
1758,1839.343616
1759,1835.960593
1760,1832.226508
1761,1807.435474
1762,1822.003429
1763,1828.988537
1764,1838.415296
1765,1857.536168
1766,1866.435843
1767,1892.270027
1768,1888.38963
1769,1876.218909
1770,1883.637546
1771,1881.169598
1772,1885.043183
1773,1867.027632
1774,1880.818113
1775,1883.689685
1776,1873.835997
1777,1886.56103
1778,1885.500985
1779,1886.933393
1780,1818.738816
1781,1821.646222
1782,1825.644704
1783,1829.890586
1784,1830.80023
1785,1832.305401
1786,1825.15235
1787,1824.007268
1788,1820.308791
1789,1820.71221
1790,1819.741506
1791,1822.712721
1792,1820.446256
1793,1823.225581
1794,1834.480993
1795,1830.309608
1796,1831.165551
1797,1831.524576
1798,1835.742747
1799,1834.729655
1800,1798.192457
1801,1788.684589
1802,1785.767472
1803,1789.841696
1804,1797.146072
1805,1786.842673
1806,1784.826596
1807,1786.859979
1808,1778.177208
1809,1798.861534
1810,1804.287638
1811,1809.975991
1812,1805.598393
1813,1817.024652
1814,1819.447382
1815,1816.017829
1816,1826.933215
1817,1821.497706
1818,1825.474861
1819,1829.802607
